,production_budget,worldwide_gross
2666,3000000,7301115
2667,1300000,1738663
2668,225000000,1066215812
2669,20000000,7405084
2670,1000000,215559
2671,64000000,101636047
2672,54000000,130402010
2673,10000000,241719
2674,5000000,648183
2675,75000000,141267370
2676,75000000,72785169
2677,30000000,60772856
2678,5000000,27342246
2679,200000,7033
2680,8000000,100642353
2681,135000000,163818556
2682,45000000,49610898
2683,4000000,40103262
2684,20000000,38164784
2685,5700000,43044087
2686,2000000,759504
2687,100000000,171377916
2688,85000000,205190324
2689,40000000,121032272
2690,25000000,21970831
2691,33000000,62020814
2692,16500000,83792062
2693,9000000,2548378
2694,8000000,143782
2695,40000000,58501127
2696,17500000,20159316
2697,15000000,12669914
2698,900000,381420
2699,300000,399908
2700,70000000,461651246
2701,10000000,26716191
2702,65000000,163295654
2703,60000000,49238525
2704,30000000,41457834
2705,2800000,475000
2706,60000000,14816379
2707,55000000,9521458
2708,35000000,19282590
2709,18000000,2401413
2710,11000000,85278712
2711,6000000,15137932
2712,3200000,690872
2713,6000000,49155371
2714,85000000,191932158
2715,70000000,94973540
2716,20000000,17807569
2717,100000,10243159
2718,15000000,128885873
2719,80000000,158926474
2720,50000000,71052604
2721,50000000,82751189
2722,25000000,112798051
2723,2000000,12667
2724,60000000,87123569
2725,50000000,128402901
2726,17000000,70355813
2727,35000000,42064105
2728,30000000,53572822
2729,16800000,2281089
2730,11000000,6586324
2731,6000000,119452
2732,2000000,6225304
2733,40000000,20722450
2734,20000000,70743839
2735,20000000,41342180
2736,20000000,13725032
2737,15000000,22165608
2738,13000000,2613717
2739,4700000,239962
2740,350000,84689
2741,53000000,63657941
2742,40000000,104407366
2743,40000000,60862471
2744,15000000,21896367
2745,12000000,8706701
2746,20000000,132121212
2747,14000000,5782198
2748,10000000,163876815
2749,35000000,12506188
2750,20500000,30241435
2751,12000000,110989157
2752,10750000,32575443
2753,3750000,1178175
2754,700000,4911725
2755,450000,1297745
2756,102000000,594420283
2757,85000000,385000317
2758,14000000,20597806
2759,12000000,5549923
2760,4000000,4630045
2761,3700000,13447998
2762,80000000,181038616
2763,51000000,46815807
2764,35000000,15461638
2765,9000000,14443
2766,8300000,24906717
2767,300000,33312
2768,160000000,181674817
2769,33000000,27610873
2770,28000000,38159905
2771,7000000,463039
2772,5000000,4414753
2773,1125000,414736
2774,100000000,249488115
2775,82500000,143985708
2776,75000000,155708695
2777,55000000,307325633
2778,32000000,1308696
2779,18900000,26063572
2780,24000000,156229050
2781,19400000,15118795
2782,13000000,67867998
2783,45000000,76904429
2784,6000000,7818479
2785,110000000,579446407
2786,65000000,43545364
2787,76000000,69845011
2788,27500000,50578411
2789,63700000,133603463
2790,30000000,35891257
2791,16000000,87041569
2792,3300000,19875
2793,42000000,83833602
2794,1000000,5382
2795,500000,3000000
2796,27500000,219265952
2797,9000000,3922043
2798,989000,8158
2799,1000000,844377
2800,20000000,86858578
2801,17000000,57263440
2802,15000000,6551310
2803,39000000,69538833
2804,16000000,53774833
2805,7000000,1661464
2806,85000000,83080084
2807,60000000,253555383
2808,15000000,10951153
2809,1500000,22217183
2810,151000000,708272592
2811,150000000,287594577
2812,100000000,267985456
2813,27000000,9352089
2814,40000000,146300356
2815,120000000,229545589
2816,25000000,137984788
2817,32000000,77593167
2818,13000000,11141213
2819,10000000,21851362
2820,35000000,70187088
2821,130000000,442161562
2822,25000000,14334401
2823,16500000,39380876
2824,5250000,786677
2825,5000000,1375194
2826,6000000,26007
2827,40000000,79123
2828,20000000,81461343
2829,14000000,13205411
2830,8300000,25670174
2831,60000000,95538560
2832,35000000,96096018
2833,20000000,20081987
2834,15000000,37466538
2835,8400000,6831069
2836,1300000,635305
2837,61000000,145594548
2838,258000000,890875303
2839,55000000,6521829
2840,13000000,5175088
2841,10000000,7037886
2842,8000000,414617
2843,20000000,118537627
2844,15500000,1237615
2845,750000,5520368
2846,16000000,81742618
2847,10500000,14140402
2848,10800000,2862544
2849,7400000,9443864
2850,47000000,37923818
2851,21000000,43632609
2852,20000000,8135024
2853,2400000,1420418
2854,40000000,62226214
2855,1500000,194568
2856,21500000,92987651
2857,15000000,22441
2858,500000,53201
2859,7000000,231450102
2860,150000,23344056
2861,160000000,807330936
2862,10000000,5950002
2863,8000000,127188
2864,300000000,963420425
2865,4000000,8302995
2866,53000000,50187789
2867,25000000,7164995
2868,22000000,27238354
2869,120000000,288215319
2870,30000000,7755686
2871,20000000,30703845
2872,8000000,456814
2873,300000,70807
2874,200000,1217
2875,175000000,174131329
2876,22500000,131263370
2877,15000000,19153568
2878,9000000,36535837
2879,4000000,3858964
2880,110000000,382288147
2881,150000000,626549695
2882,1900000,139317
2883,48000000,71171825
2884,40000000,7729552
2885,11000000,3231251
2886,10000000,900926
2887,2000000,1134358
2888,1500000,240396
2889,205000000,367262558
2890,30000000,129779728
2891,2600000,71248
2892,800000,200433
2893,85000000,185708462
2894,75000000,203035572
2895,40000000,32030610
2896,2380000,8739576
2897,72500000,527071022
2898,28000000,91943956
2899,21600000,791154
2900,7000000,5694308
2901,2000000,1433319
2902,100000000,145395745
2903,85000000,311744465
2904,15500000,88611837
2905,7500000,33606409
2906,6000000,18209872
2907,80000000,40147042
2908,67000000,25357771
2909,20000000,46790428
2910,17500000,169955142
2911,25000000,234981342
2912,25000000,40686409
2913,13000000,3260555
2914,10100000,1066555
2915,2500000,72260
2916,20000000,16907831
2917,15000000,77514401
2918,4500000,51957
2919,50000000,80583311
2920,2200000,388390
2921,2000000,81197047
2922,60000000,454161935
2923,12000000,92618117
2924,9000000,3438735
2925,8500000,20288774
2926,35000000,63211088
2927,25000000,164051250
2928,3000000,163069
2929,50000000,56077088
2930,45000000,29367143
2931,32000000,79915361
2932,23000000,24489150
2933,10000000,1165102
2934,3500000,221096
2935,45000000,146162920
2936,30000000,15313631
2937,25000000,59183821
2938,20000000,56822960
2939,16500000,13636339
2940,72500000,86509602
2941,22000000,146590987
2942,15000000,65261291
2943,12000000,1513388
2944,180000000,256585882
2945,70000000,137022245
2946,6400000,8902141
2947,30000000,80276156
2948,27500000,26939925
2949,19000000,34352162
2950,16000000,8120148
2951,10000000,1051907
2952,4600000,731767
2953,1000000,473769
2954,600000,23616
2955,10000000,135759694
2956,3300000,12405473
2957,20000000,20819601
2958,15000000,64232714
2959,8000000,458232
2960,1500000,139084
2961,150000000,942943935
2962,17000000,364607
2963,150000000,194995215
2964,45000000,31077418
2965,5000000,861325
2966,85000000,340384141
2967,25000000,66015869
2968,20000000,12397613
2969,17500000,99135571
2970,13000000,49733545
2971,13000000,57189408
2972,9000000,10642023
2973,14000000,22754472
2974,8600000,32968648
2975,80000000,113325743
2976,14000000,75525718
2977,55000000,74870866
2978,28000000,55307857
2979,15000000,55934178
2980,12500000,11277119
2981,150000000,585532684
2982,55000000,362605033
2983,30000000,2717302
2984,20000000,74180745
2985,250000,284174
2986,75000000,119512771
2987,35000000,20606053
2988,30000000,155769678
2989,10000000,1537479
2990,45000000,174810815
2991,40000000,128884494
2992,40000000,103429755
2993,15000000,30261293
2994,7300000,25397460
2995,25000000,77208711
2996,4000000,79250193
2997,28000000,22860477
2998,17500000,60865364
2999,16500000,21404122
3000,20000000,6947084
3001,12000000,57577765
3002,10000000,21596074
3003,6500000,70712099
3004,1600000,14253760
3005,150000000,624234272
3006,175000000,405760225
3007,21000000,17589867
3008,15000000,1590246
3009,1000000,6030129
3010,2500000,13881317
3011,30000000,160247805
3012,25000000,171302226
3013,22000000,25044057
3014,4900000,15198
3015,2000000,2350641
3016,1000000,304472
3017,15000000,26170402
3018,47500000,112214531
3019,35000000,52649951
3020,30000000,84646831
3021,17000000,8607815
3022,900000,11993156
3023,186000000,584604126
3024,40000000,106548738
3025,7000000,2667084
3026,2000000,11263263
3027,92500000,162839667
3028,82500000,223636949
3029,17500000,148586910
3030,7000000,55617866
3031,6000000,17252287
3032,2750000,5394447
3033,40000000,150886329
3034,20000000,30894247
3035,12000000,5295909
3036,7500000,4151836
3037,6250000,20199663
3038,50000,406299
3039,55000000,43980363
3040,40000000,78269970
3041,6000000,3330012
3042,28000000,12031443
3043,25000000,20052958
3044,20000000,154218168
3045,20000000,7022183
3046,20000000,4504111
3047,12000000,17475475
3048,10000000,33886017
3049,85000000,299477886
3050,33000000,21621188
3051,21000000,39319801
3052,15000000,8200127
3053,1700000,23271741
3054,40000000,49686263
3055,20000000,41975388
3056,8000000,47782426
3057,3000000,115879
3058,850000,442638
3059,35000000,159846429
3060,35000000,73026302
3061,25000000,11229035
3062,10000000,33512260
3063,250000,67665
3064,20000000,44513466
3065,58000000,41348628
3066,37000000,101857425
3067,25000000,22910563
3068,10000000,22198996
3069,1000000,16173879
3070,113500000,132999811
3071,18500000,33954018
3072,3000000,895932
3073,55000000,129075270
3074,30000000,105173042
3075,30000000,32955399
3076,12000000,7203439
3077,8000000,3270974
3078,500000,32033
3079,30000000,64170447
3080,25000000,12850033
3081,23000000,4673377
3082,12000000,43353117
3083,5000000,332120
3084,45000000,46598133
3085,6000000,36497
3086,35000000,10157534
3087,29000000,28452945
3088,12000000,8942516
3089,225000000,417341288
3090,185000000,786558145
3091,20000000,8221700
3092,10000000,1299855
3093,4600000,968805
3094,57500000,415247258
3095,9000000,83051676
3096,5000000,67505
3097,130000000,631910531
3098,90000000,202910991
3099,18000000,27147349
3100,8000000,2476491
3101,27000000,44270131
3102,26000000,102404019
3103,5000000,4815890
3104,137500000,263417913
3105,60000000,162778384
3106,200000,140016
3107,80000000,226739416
3108,62000000,40123346
3109,10000000,17657973
3110,2500000,3838486
3111,180000000,532590994
3112,75000000,342416460
3113,105000000,269065678
3114,20000000,66143005
3115,20000000,47300771
3116,12000000,2975188
3117,1500000,414404
3118,150000000,599516844
3119,40000000,12345883
3120,28000000,94500826
3121,12500000,44083403
3122,8500000,198883
3123,185000000,1002572859
3124,52000000,615748877
3125,37000000,67029956
3126,15000000,6379575
3127,30000,243768
3128,65000000,128468793
3129,35000000,68170792
3130,16000000,247474497
3131,1900000,5617067
3132,10000000,8243567
3133,72500000,109362966
3134,27500000,43607627
3135,15000000,34533783
3136,18000000,27794339
3137,90000000,191091250
3138,10000,401
3139,35000000,77220596
3140,25000000,43530281
3141,16000000,104504817
3142,8500000,68695443
3143,15000000,8767338
3144,65000000,72516819
3145,25000000,71390601
3146,23000000,11778396
3147,9000000,4934104
3148,38000000,5473041
3149,22000000,27882226
3150,45000000,70216497
3151,20000000,36720752
3152,6000000,6176114
3153,4900000,7174984
3154,120000000,93394462
3155,35000000,218535708
3156,450000,22623
3157,27000000,45160110
3158,22000000,31013349
3159,20000000,44821299
3160,20000000,27911453
3161,20000000,34787111
3162,20000000,29843245
3163,6537890,14319195
3164,80000000,178066569
3165,45000000,9676497
3166,14000000,266967
3167,3400000,4124277
3168,500000,33473297
3169,67500000,118556530
3170,38000000,17830244
3171,37500000,9813309
3172,12000000,41924774
3173,200000,212989
3174,200000,52443
3175,32500000,112964875
3176,300000,1416046
3177,35000000,85761789
3178,27000000,2412123
3179,25100000,28575778
3180,19000000,10412485
3181,11000000,39984023
3182,55000000,113805580
3183,30000000,43440721
3184,20000000,4453327
3185,20000000,4383538
3186,11000000,274392880
3187,10800000,118209778
3188,4500000,12247682
3189,2000000,2046090
3190,400000,655538
3191,24000000,36856306
3192,5000000,15318257
3193,2500000,507446
3194,2000000,4294373
3195,1500000,173066
3196,240000,7484
3197,60000000,13233220
3198,15000000,13248444
3199,20000000,65454793
3200,18000000,57193655
3201,4000000,19174817
3202,82500000,160388063
3203,60000000,50648806
3204,45000000,243180937
3205,3400000,12636
3206,230000000,591692078
3207,2500000,174255
3208,150000000,328015209
3209,37000000,402280159
3210,1000000,26822
3211,130000000,215080810
3212,80000000,168311558
3213,20000000,57293371
3214,60000000,78481410
3215,37000000,168167798
3216,16000000,50103808
3217,14000000,384519665
3218,80000000,233066978
3219,58000000,30118557
3220,40000000,915840
3221,25000000,274543085
3222,20000000,53191101
3223,2600000,564474
3224,6000000,46634275
3225,60000000,90482317
3226,54000000,166617328
3227,50000000,225990976
3228,160000000,329809326
3229,90000000,203902107
3230,80000000,221468935
3231,60000000,247812011
3232,60000000,39006188
3233,2000000,13912289
3234,45000000,79564960
3235,20000000,38585047
3236,18000000,627422
3237,16000000,31631
3238,15000000,3436763
3239,13700000,11738256
3240,5000000,1504960
3241,2700000,5377665
3242,1200000,81338
3243,150000000,374825760
3244,102500000,212282709
3245,90000000,859701857
3246,50000000,52987754
3247,35000000,122213085
3248,26000000,185904750
3249,19000000,45005151
3250,14000000,102836002
3251,60000000,66655938
3252,50000000,1250617
3253,35000000,89102315
3254,750000,814801
3255,25000000,226941585
3256,8000000,29937909
3257,3250000,34114067
3258,23600000,102236596
3259,18500000,32679264
3260,15000000,18856151
3261,7000000,30360570
3262,50000000,53850527
3263,17000000,92670237
3264,12000000,16349034
3265,6200000,37339594
3266,20000000,18608570
3267,17500000,90508336
3268,50000000,12335036
3269,500000,77121
3270,85000000,363064265
3271,9800000,17553055
3272,50000000,105103783
3273,15000000,46526243
3274,6000000,4713059
3275,5000000,17329337
3276,60000000,81079566
3277,50000000,186450317
3278,40000000,91729503
3279,2000000,30955
3280,175000000,381687380
3281,20000000,17306648
3282,50000000,42002029
3283,15000000,40127259
3284,7500000,10849158
3285,30000000,166842739
3286,26000000,45043870
3287,20000000,23661038
3288,20000000,9208876
3289,4300000,9791282
3290,60000000,88832210
3291,40000000,139474906
3292,20000000,35472739
3293,2500000,108907
3294,47000000,116773317
3295,500000,44793168
3296,60000000,38389024
3297,20000000,73964713
3298,18000000,315000
3299,100000000,69548641
3300,35000000,465764086
3301,21000000,10108016
3302,17000000,20465206
3303,12000000,1620056
3304,150000000,490875846
3305,20000000,5531756
3306,200000000,365491792
3307,150000000,402231063
3308,25000000,32092761
3309,14000000,20537741
3310,1300000,1005840
3311,175000000,731542621
3312,30000000,91388487
3313,13000000,109421911
3314,1500000,31916
3315,60000000,126037057
3316,40000000,181053657
3317,38000000,44411527
3318,6000000,1418304
3319,138000000,184068357
3320,190000000,315709697
3321,25000000,26341896
3322,24000000,67348218
3323,10000000,68722848
3324,10000000,49486874
3325,60000000,57604723
3326,40000000,314709717
3327,15000000,35106706
3328,800000,2194020
3329,17000000,13446115
3330,210000000,836519699
3331,27500000,96673002
3332,23000000,2715657
3333,15000000,49894223
3334,3500000,1396395
3335,12000000,5400624
3336,5000000,4568257
3337,175000000,302469017
3338,40000000,126646119
3339,14000000,22815460
3340,12000000,20122558
3341,2100000,23266821
3342,250000000,935083686
3343,150000000,292817841
3344,38000000,205298907
3345,20000000,78769428
3346,3200000,2828590
3347,72500000,71880305
3348,45000000,59551283
3349,9000000,1635241
3350,3000000,10473836
3351,140000000,385680446
3352,6000000,1365108
3353,4000000,384244
3354,3000000,10172519
3355,39000000,102332135
3356,34000000,205312666
3357,30000000,212453431
3358,20000000,12967829
3359,10000000,15297318
3360,5000000,8297
3361,70000000,316915264
3362,20000000,29870801
3363,19700000,16498827
3364,15000000,6561243
3365,10000000,295750
3366,10000000,997921
3367,29000000,10066366
3368,40000000,187384627
3369,15000000,38512850
3370,10000000,19716
3371,30000000,115150424
3372,29000000,1733532
3373,16000000,78208812
3374,5000000,10732909
3375,30000000,48559999
3376,60000000,172450423
3377,11400000,29830239
3378,10000000,721108
3379,7500000,29652736
3380,6400000,4199874
3381,1500000,52429
3382,230000,2703762
3383,8500000,17220091
3384,100000000,236827677
3385,22000000,41771168
3386,20000000,1167092
3387,18000000,36133014
3388,16000000,31943401
3389,1000000,1355079
3390,10000000,90909
3391,20000000,19121531
3392,80000000,119668350
3393,40000000,17033431
3394,23000000,50813834
3395,18000000,80227619
3396,7000000,1429453
3397,450000,194183034
3398,30000000,169173206
3399,30000000,58228460
3400,18000000,27148898
3401,42000000,130788243
3402,18000000,16382538
3403,100000000,99123656
3404,53000000,131159781
3405,20000000,29227561
3406,10000000,9069
3407,65000000,41636243
3408,40000000,19756077
3409,40000000,39753957
3410,15000000,7583050
3411,11000000,69752402
3412,10000000,723388
3413,14000000,1553556
3414,60000000,252091016
3415,9500000,118482
3416,8000000,10629320
3417,1000000,102812
3418,825000,610776
3419,35000000,12254746
3420,19000000,51733921
3421,12500000,26735797
3422,160000,156612
3423,95000000,94894448
3424,60000000,124514011
3425,7000000,28142379
3426,1070000,5348767
3427,200000000,788408539
3428,50000000,37472651
3429,40000000,47085064
3430,6500000,1744952
3431,60000000,108996113
3432,50000000,687557727
3433,40000000,119627047
3434,35000000,305705794
3435,25000000,12413949
3436,2000000,17896
3437,105000000,270997378
3438,50000000,62209892
3439,35000000,95104304
3440,25000000,29206732
3441,25000000,1190003
3442,110000000,152364370
3443,55000000,16123323
3444,5000000,10676073
3445,1000000,4731944
3446,8500000,47417251
3447,425000000,2783918982
3448,80000000,53508858
3449,58000000,80480566
3450,35000000,31878891
3451,70000000,443483213
3452,90000000,498438212
3453,85000000,224614744
3454,30000000,64352607
3455,2000000,3620902
3456,18000000,25727044
3457,36500000,15000000
3458,23000000,44195779
3459,2400000,1333891
3460,820000,16909
3461,640000,14812
3462,125000000,493214888
3463,150000000,319713881
3464,20000000,67950723
3465,350000,310891
3466,40000000,224922135
3467,27000000,28773827
3468,20000000,28270399
3469,3000000,1022453
3470,2900000,172867
3471,80000000,158750817
3472,28000000,46752858
3473,18000000,15696146
3474,3000000,5922292
3475,48000000,112610386
3476,31000000,15826984
3477,26000000,67647574
3478,9000000,208163
3479,500000,3824868
3480,700000,1160
3481,60000000,82812456
3482,2000000,102645
3483,40000000,38899792
3484,20000000,60831067
3485,9000000,85527
3486,6000000,117796
3487,6000000,13722
3488,15000,115592
3489,80000000,299461782
3490,45000000,65532491
3491,30000000,52339566
3492,10000000,109383
3493,10000000,106466
3494,3750000,44462
3495,37000000,55909910
3496,19000000,56445534
3497,15500000,318623
3498,13000000,19910624
3499,1000000,2721096
3500,32000000,43603990
3501,12500000,46370970
3502,12000000,310946
3503,1000000,11574
3504,42000000,8514325
3505,20000000,873617
3506,13000000,331266710
3507,13000000,23014027
3508,45000000,135808837
3509,32000000,18195238
3510,15000000,76954311
3511,9500000,5278632
3512,6000000,8173486
3513,165000000,494870991
3514,36000000,65967750
3515,13000000,11831131
3516,7000000,46488
3517,3000000,133411
3518,20000000,92678948
3519,75000000,95572749
3520,50000000,89895930
3521,40000000,91455875
3522,30000000,26857459
3523,12000000,557545
3524,20000000,22139590
3525,28000000,97531134
3526,21000000,48977233
3527,12500000,3931367
3528,10000000,3541565
3529,8300000,1353296
3530,3500000,40527719
3531,80000000,86787530
3532,35000000,75281179
3533,25000000,29863840
3534,10000000,42226657
3535,35000000,117729621
3536,35000000,39340177
3537,10100000,18726300
3538,9900000,458054
3539,7300000,12023606
3540,3800000,340930
3541,3000000,4570178
3542,52000000,53139168
3543,25000000,142033509
3544,9000000,148826
3545,200000000,1025491110
3546,17000000,39233233
3547,8000000,3582797
3548,130000000,321887208
3549,65000000,211739043
3550,21000000,38017873
3551,18000000,60217171
3552,3750000,2436111
3553,210000000,322241588
3554,30000000,82148538
3555,12000000,21867665
3556,9000000,883887
3557,500000,12232
3558,165000000,756244673
3559,12500000,4360548
3560,10000000,8629895
3561,9200000,17155193
3562,6600000,828
3563,95000000,294680778
3564,200000000,314594597
3565,70000000,38992292
3566,42000000,11756922
3567,5000000,16515203
3568,4200000,101740
3569,100000000,170936470
3570,30000000,165889117
3571,14000000,4127619
3572,10000000,17704131
3573,200000000,1069818229
3574,47000000,11022696
3575,13000000,3617277
3576,10000000,15132211
3577,7000000,10062896
3578,2500000,100280
3579,117000000,258751370
3580,75000000,272223430
3581,14000000,1903952
3582,323000,1373407
3583,68000000,706102828
3584,25000000,146149
3585,170000000,623561331
3586,7000000,6537179
3587,160000000,217986320
3588,160000000,832584416
3589,5700000,731613
3590,5600000,531806
3591,130000000,290650494
3592,15000000,27469621
3593,4500000,281447
3594,4500000,32961
3595,85000000,114979922
3596,69000000,86796502
3597,44000000,48478084
3598,7000000,10828305
3599,7000000,492108
3600,20000000,51445503
3601,19000000,32618920
3602,18000000,19685588
3603,38000000,105887837
3604,35000000,60376247
3605,25000000,16727470
3606,22000000,4065020
3607,10000000,1642939
3608,8000000,6632950
3609,2000000,7799257
3610,1900000,7785229
3611,1750000,1278471
3612,85000000,48056764
3613,82000000,268268174
3614,60000000,206598789
3615,4200000,8078683
3616,20000000,81424988
3617,35000000,97799865
3618,24000000,83660160
3619,19000000,49858465
3620,18000000,25941437
3621,17000000,24719879
3622,4900000,23347469
3623,32000000,70587268
3624,15000000,7885048
3625,2000000,10024
3626,1800000,70165900
3627,16000000,47707417
3628,55000000,152269033
3629,4500000,2481925
3630,3000000,3237452
3631,2500000,118666
3632,1900000,740932
3633,69000000,543495033
3634,40000000,127234389
3635,5600000,18527766
3636,4000000,36275469
3637,15000000,11173718
3638,37000000,152566881
3639,20000000,48958353
3640,10000000,63354114
3641,8000000,76200721
3642,6800000,16038343
3643,15000000,34247816
3644,100000000,139716717
3645,70000000,137431619
3646,20000000,32838945
3647,16000000,1467278
3648,2000000,636706
3649,1987650,21270290
3650,12000000,1595168
3651,57500000,295874190
3652,6750000,6812530
3653,5000000,282687
3654,40000000,59795070
3655,155000000,418186950
3656,100000000,278731369
3657,20000000,277943
3658,11000000,129262388
3659,60000000,196439693
3660,50000000,105246941
3661,20000000,171685793
3662,18000000,157002
3663,12500000,11826980
3664,1600000,2595644
3665,400000,433588
3666,30000,9812
3667,3000000,177512032
3668,17000000,133735284
3669,10000000,355919
3670,8000000,5314194
3671,500000,5639730
3672,16000000,64733391
3673,110000000,177241171
3674,40000000,351774938
3675,2000000,16131551
3676,2000000,10679
3677,125000000,960283305
3678,30000000,67255916
3679,8000000,15644196
3680,260000000,586581936
3681,90000000,20466016
3682,55000000,90552675
3683,30000000,102716321
3684,24000000,35792945
3685,15000000,430821168
3686,150000000,142634358
3687,95000000,223050874
3688,52000000,217569328
3689,8470000,42355526
3690,100000000,97523020
3691,20000000,48680977
3692,16000000,56506120
3693,14000000,21410546
3694,40000,25572
3695,95000000,169511609
3696,10000000,78693371
3697,50000,424149
3698,200000000,400062763
3699,120000000,49628177
3700,80000000,204774690
3701,12500000,2272186
3702,5000000,6205034
3703,100000000,310650574
3704,35000000,252276928
3705,15000000,20601987
3706,7000000,17023121
3707,112000000,232017848
3708,17000000,8609949
3709,8000000,20005613
3710,1000000,16566240
3711,30000000,53048539
3712,25000000,71594792
3713,25000000,9445081
3714,10000000,15037867
3715,9100000,18872126
3716,63000000,188657593
3717,32000000,140428499
3718,13400000,164247
3719,5500000,15867314
3720,4000000,120016
3721,2500000,593933
3722,1500000,99870886
3723,500000,680914
3724,30000000,61449135
3725,20000000,39686769
3726,1000000,51587
3727,110000000,229155503
3728,70000000,70546865
3729,30000000,8845575
3730,3800000,41914
3731,25000000,149228078
3732,42500000,76347393
3733,37000000,97143987
3734,35000000,24687524
3735,25000000,32209741
3736,5000000,26517819
3737,4500000,9330465
3738,6500000,20412841
3739,50000000,146195159
3740,40000000,136123083
3741,32000000,82332450
3742,68000000,87173475
3743,50000000,41042583
3744,5000000,46263525
3745,200000,2430735
3746,160000000,355408305
3747,3200000,14314407
3748,1900000,4581937
3749,40000000,87145086
3750,40000000,101162106
3751,27000000,155564919
3752,5800000,9662214
3753,75000000,89758389
3754,18000000,73695194
3755,6000000,408159
3756,30000000,104283753
3757,16000000,52545707
3758,135000000,245504574
3759,50200000,126931325
3760,19000000,7576604
3761,17000000,38028230
3762,6000000,13168809
3763,25000000,8208594
3764,85000000,150422946
3765,20000000,36265745
3766,15000000,1148578
3767,90000000,487519809
3768,40000000,95989590
3769,25000000,15907411
3770,38000000,116809717
3771,25000000,53345287
3772,5200000,11633427
3773,4000000,679482
3774,1800000,783733
3775,125000000,629969804
3776,30000000,23353111
3777,20000000,6093725
3778,8000000,10763183
3779,93000000,482860185
3780,52000000,75835124
3781,60000000,84154026
3782,32500000,289527030
3783,7000000,382946
3784,5000000,2821010
3785,2450000,182358
3786,250000000,1045663875
3787,30000000,162838373
3788,1300000,13465
3789,150000000,664837547
3790,80000000,586464305
3791,35000000,61721826
3792,7250000,35122948
3793,150000000,449326618
3794,36000000,4020990
3795,35000000,65084116
3796,21000000,5046038
3797,7000000,38158601
3798,3000000,834953
3799,200000000,219535492
3800,55000000,189624452
3801,4000000,1989035
3802,10000000,1230542
3803,200000000,560155383
3804,19000000,215448997
3805,10000000,1884251
3806,4600000,9261711
3807,195000000,1123790543
3808,40000000,91126600
3809,110000000,263880341
3810,30000000,8593154
3811,23000000,77735925
3812,4500000,1217307
3813,125000000,1341511219
3814,30000000,50145607
3815,6000000,11348205
3816,5500000,28468
3817,140000000,370569776
3818,35000000,146595891
3819,14500000,25480031
3820,175000,2102779
3821,163000000,175910315
3822,110000000,563749323
3823,50000000,147142328
3824,19100000,2406666
3825,13000000,6459183
3826,6000000,21197454
3827,1000000,1239174
3828,560000,3709
3829,50000000,26121638
3830,40000000,47787943
3831,30000000,65343694
3832,18000000,47158652
3833,2000000,1869928
3834,80000000,170805525
3835,35000000,212417601
3836,25000000,5297411
3837,500000,1131261
3838,90000000,63356133
3839,30000000,40520649
3840,27000000,80681183
3841,15000000,59168692
3842,12000000,87793
3843,4500000,2404639
3844,2900000,25935
3845,1500000,184705
3846,1800000,842693
3847,40000000,72295262
3848,25000000,39126427
3849,11000000,229653
3850,5000000,25861249
3851,2300000,29384
3852,900000,958978
3853,20000000,46604054
3854,60000000,137551594
3855,25000000,24215385
3856,10000000,2529395
3857,3000000,331000
3858,3000000,5073
3859,2000000,2151887
3860,750000,7712436
3861,35000000,84606030
3862,26000000,146850273
3863,25000000,38749404
3864,21000000,81452811
3865,12000000,22750356
3866,25000000,11253821
3867,24000000,24474463
3868,15000000,78054825
3869,8000000,2772511
3870,7200000,295492
3871,70000000,65409046
3872,50000000,111300835
3873,37000000,96068724
3874,35000000,86648359
3875,30000000,3721988
3876,4000000,1983596
3877,190000,1577585
3878,50000000,41642166
3879,20000000,30163785
3880,14000000,623292
3881,8000000,41334735
3882,5000000,5476793
3883,4750000,4972016
3884,2000000,35185884
3885,50000000,257972745
3886,3500000,5706638
3887,25000000,213120004
3888,41000000,7684524
3889,38000000,27501814
3890,35000000,786532
3891,24000000,62989834
3892,8000000,3505823
3893,90000000,139877913
3894,45000000,164539660
3895,7000000,1891936
3896,5500000,13480196
3897,5000000,202053386
3898,4200000,313230
3899,3400000,20433227
3900,1000000,5438911
3901,130000000,554987477
3902,45000000,21544732
3903,35000000,165103952
3904,27500000,15815509
3905,250000,3731489
3906,80000000,214974953
3907,36000000,193737977
3908,25000000,36054706
3909,13000000,99034125
3910,10000000,7862131
3911,1500000,372239
3912,1200000,7826
3913,40000,3632
3914,150000000,39549758
3915,70000000,213463976
3916,42000000,91678442
3917,12000000,1188194
3918,300000,39475
3919,79000000,150519217
3920,75000000,211562435
3921,9400000,21817298
3922,20000000,175507800
3923,135000000,157956466
3924,127500000,689420051
3925,4000000,978527
3926,180000000,180047784
3927,85000000,149717124
3928,45000000,160971922
3929,20000000,14807531
3930,10000000,34240572
3931,16000000,128256712
3932,40000000,155011165
3933,28000000,40966716
3934,9000000,17462398
3935,145000000,694713230
3936,125000000,535663443
3937,80000000,349088523
3938,25000000,38112154
3939,90000000,239373970
3940,130000000,373993951
3941,7500000,8539003
3942,50000000,118729073
3943,13000000,509193
3944,70000000,156815529
3945,40000000,55247881
3946,34800000,62831715
3947,800000,24426169
3948,12000000,1828400
3949,9100000,20927794
3950,6500000,3149
3951,2600000,7033931
3952,70000,8555
3953,170000000,401021746
3954,12000000,10026255
3955,4000000,12302
3956,1200000,26608
3957,1000000,96734
3958,135000000,573068425
3959,27500000,31157914
